UNIQUE_BLKGRP_ID,X,Y,DIST_NUM,PSA_NUM,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,2020CenPOP
3160000050,-75.05955,40.032828,15,152,42,101,31600,5,927
3160000060,-75.054578,40.032935,15,153,42,101,31600,6,1097
3160000070,-75.061286,40.035404,15,153,42,101,31600,7,1265
3170000010,-75.066175,40.02919,15,152,42,101,31700,1,1479
3170000020,-75.069777,40.032356,15,152,42,101,31700,2,1647
3170000030,-75.064013,40.029073,15,152,42,101,31700,3,740
3170000040,-75.065557,40.032664,15,152,42,101,31700,4,1571
3170000050,-75.070182,40.02928,15,152,42,101,31700,5,1160
3180000010,-75.076006,40.032538,15,152,42,101,31800,1,1441
3180000020,-75.076661,40.029014,15,152,42,101,31800,2,1096
3180000030,-75.078952,40.030195,15,152,42,101,31800,3,742
3180000040,-75.081409,40.030974,15,152,42,101,31800,4,814
3190000010,-75.062427,40.0252,15,152,42,101,31900,1,1167
3190000020,-75.060278,40.022143,15,152,42,101,31900,2,1160
3190000030,-75.064179,40.019636,15,152,42,101,31900,3,838
3190000040,-75.065559,40.021969,15,152,42,101,31900,4,779
3190000050,-75.065532,40.024574,15,152,42,101,31900,5,1189
3200000010,-75.051006,40.02815,15,152,42,101,32000,1,904
3200000020,-75.053657,40.026822,15,152,42,101,32000,2,1025
3200000030,-75.056423,40.027759,15,152,42,101,32000,3,1131
3200000040,-75.057707,40.023423,15,152,42,101,32000,4,965
3200000050,-75.059754,40.02609,15,152,42,101,32000,5,1123
3200000060,-75.05596,40.024682,15,152,42,101,32000,6,1138
3200000070,-75.05349,40.029418,15,152,42,101,32000,7,1041
3210000010,-75.059705,40.015261,15,152,42,101,32100,1,1426
3210000020,-75.056556,40.017561,15,152,42,101,32100,2,1127
3210000030,-75.059894,40.018781,15,152,42,101,32100,3,1432
3230000010,-75.051455,40.019546,15,152,42,101,32300,1,715
3230000020,-75.054472,40.021674,15,152,42,101,32300,2,1494
3230000030,-75.049694,40.022141,15,152,42,101,32300,3,1869
3250000010,-75.047143,40.03077,15,153,42,101,32500,1,1107
3250000020,-75.046628,40.026445,15,152,42,101,32500,2,2646
3250000030,-75.044049,40.023695,15,153,42,101,32500,3,2457
3260000010,-75.039232,40.030448,15,153,42,101,32600,1,3039
3260000020,-75.041888,40.033471,15,153,42,101,32600,2,2850
3260000030,-75.037039,40.027244,15,153,42,101,32600,3,1872
3290000010,-75.027364,40.034064,15,153,42,101,32900,1,1504
3290000020,-75.024767,40.039811,8,81,42,101,32900,2,1234
3290000030,-75.029531,40.038172,15,153,42,101,32900,3,1693
3300000010,-75.034092,40.037847,15,153,42,101,33000,1,783
3300000020,-75.032722,40.036038,15,153,42,101,33000,2,836
3300000030,-75.036735,40.036771,15,153,42,101,33000,3,1151
3300000040,-75.030571,40.032532,15,153,42,101,33000,4,1949
3300000050,-75.03386,40.032544,15,153,42,101,33000,5,1579
3300000060,-75.037879,40.034765,15,153,42,101,33000,6,1109
3300000070,-75.034399,40.035037,15,153,42,101,33000,7,806
3310100010,-75.035808,40.041212,15,153,42,101,33101,1,3143
3310100020,-75.041041,40.039188,15,153,42,101,33101,2,2255
3310200010,-75.024021,40.045133,8,81,42,101,33102,1,1116
3310200020,-75.028013,40.043893,8,81,42,101,33102,2,1128
3310200030,-75.031054,40.042511,15,153,42,101,33102,3,847
3310200040,-75.030156,40.04625,8,81,42,101,33102,4,1387
3320000010,-75.048332,40.044559,15,153,42,101,33200,1,1873
3320000020,-75.047689,40.041896,15,153,42,101,33200,2,1419
3330000010,-75.041448,40.058908,8,81,42,101,33300,1,1610
3330000020,-75.043559,40.053634,15,153,42,101,33300,2,1473
3330000030,-75.04787,40.052298,15,153,42,101,33300,3,1256
3340000010,-75.048805,40.058112,7,71,42,101,33400,1,1002
3340000020,-75.052513,40.05409,2,23,42,101,33400,2,1644
3340000030,-75.05359,40.057041,2,23,42,101,33400,3,979
3340000040,-75.054643,40.050045,2,23,42,101,33400,4,1822
3350000010,-75.065536,40.057917,2,23,42,101,33500,1,1367
3350000020,-75.062139,40.053819,2,23,42,101,33500,2,1962
3350000030,-75.06809,40.054687,2,23,42,101,33500,3,885
3360000010,-75.058173,40.057905,2,23,42,101,33600,1,1678
3360000020,-75.060262,40.064952,7,71,42,101,33600,2,2344
3360000030,-75.063717,40.061442,2,23,42,101,33600,3,2674
3360000040,-75.054754,40.061835,7,71,42,101,33600,4,1459
3370100010,-75.048142,40.072632,7,71,42,101,33701,1,1923
3370100020,-75.051056,40.065173,7,71,42,101,33701,2,1207
3370100030,-75.048984,40.067607,7,71,42,101,33701,3,632
3370100040,-75.046011,40.062874,7,71,42,101,33701,4,1910
3370200010,-75.051656,40.073144,7,71,42,101,33702,1,1447
3370200020,-75.061269,40.070064,7,71,42,101,33702,2,2314
3370200030,-75.054135,40.068249,7,71,42,101,33702,3,1077
3370200040,-75.055934,40.069337,7,71,42,101,33702,4,841
3380000010,-75.073118,40.059153,2,23,42,101,33800,1,1863
3380000020,-75.078879,40.061897,2,23,42,101,33800,2,2488
3380000030,-75.068441,40.064665,2,23,42,101,33800,3,1934
3390000010,-75.088176,40.068655,2,23,42,101,33900,1,1341
3390000020,-75.082527,40.066653,2,23,42,101,33900,2,1765
3400000010,-75.070474,40.074069,7,71,42,101,34000,1,1097
3400000020,-75.07382,40.069058,2,23,42,101,34000,2,1147
3400000030,-75.077408,40.069225,2,23,42,101,34000,3,727
3410000010,-75.083233,40.073556,2,23,42,101,34100,1,1641
3410000020,-75.075746,40.07645,7,71,42,101,34100,2,1760
3410000030,-75.080999,40.080768,7,71,42,101,34100,3,1274
3410000040,-75.082023,40.077323,7,71,42,101,34100,4,1154
3420000010,-75.074982,40.081352,7,71,42,101,34200,1,1562
3420000020,-75.06991,40.081343,7,71,42,101,34200,2,2170
3440000010,-75.050152,40.084264,7,72,42,101,34400,1,1790
3440000020,-75.051668,40.088504,7,72,42,101,34400,2,1646
3440000030,-75.059257,40.100533,7,72,42,101,34400,3,2212
3440000040,-75.055403,40.095058,7,72,42,101,34400,4,2166
3450100010,-75.039354,40.073003,7,72,42,101,34501,1,1918
3450100020,-75.038938,40.07634,7,72,42,101,34501,2,1865
3450200010,-75.043906,40.083945,7,72,42,101,34502,1,1364
3450200020,-75.03442,40.080133,7,72,42,101,34502,2,2696
3450200030,-75.041537,40.081819,7,72,42,101,34502,3,1868
3460000010,-75.02605,40.067835,8,82,42,101,34600,1,1348
3460000020,-75.029799,40.072002,8,82,42,101,34600,2,1492
3470100010,-75.033521,40.067097,8,81,42,101,34701,1,963
3470100020,-75.030643,40.063865,8,81,42,101,34701,2,1973
3470100030,-75.034667,40.069867,8,81,42,101,34701,3,2150
3470100040,-75.031286,40.059412,8,81,42,101,34701,4,1650
3470200010,-75.026134,40.062471,8,81,42,101,34702,1,1848
3470200020,-75.03199,40.053767,8,81,42,101,34702,2,1168
3470200030,-75.025616,40.053529,8,81,42,101,34702,3,880
3480100010,-75.015079,40.054457,8,81,42,101,34801,1,1209
3480100020,-75.019878,40.058972,8,81,42,101,34801,2,1792
3480100030,-75.013402,40.051883,8,81,42,101,34801,3,1552
3480200010,-75.016743,40.066737,8,82,42,101,34802,1,2589
3480200020,-75.012967,40.064122,8,82,42,101,34802,2,1435
3480200030,-75.01135,40.061506,8,82,42,101,34802,3,1546
3480300010,-75.002571,40.05833,8,82,42,101,34803,1,1154
3480300020,-75.004359,40.06491,8,82,42,101,34803,2,2521
3480300030,-75.008215,40.061858,8,82,42,101,34803,3,841
3490000010,-75.007259,40.048936,8,81,42,101,34900,1,1094
3490000020,-75.011889,40.045653,8,81,42,101,34900,2,2517
3490000030,-75.014343,40.0415,8,81,42,101,34900,3,945
3490000040,-75.01834,40.041269,8,81,42,101,34900,4,1184
3510000010,-74.98468,40.04871,8,82,42,101,35100,1,919
3510000020,-74.989035,40.0481,8,82,42,101,35100,2,1414
3510000030,-74.987557,40.045853,8,82,42,101,35100,3,1935
3520000010,-74.986295,40.060277,8,82,42,101,35200,1,2294
3520000020,-74.994679,40.051167,8,82,42,101,35200,2,897
3520000030,-74.999639,40.054341,8,81,42,101,35200,3,1680
3530100010,-74.985378,40.069066,8,82,42,101,35301,1,2495
3530100020,-74.990552,40.069798,8,82,42,101,35301,2,1967
3530100030,-74.989191,40.06301,8,82,42,101,35301,3,798
3530200010,-74.991461,40.076831,8,82,42,101,35302,1,2133
3530200020,-74.996131,40.074552,8,82,42,101,35302,2,2586
3550000010,-75.023773,40.091787,7,72,42,101,35500,1,3034
3550000020,-75.032423,40.085559,7,72,42,101,35500,2,2141
3550000030,-75.028414,40.09313,7,72,42,101,35500,3,3064
3560100010,-75.037481,40.094114,7,72,42,101,35601,1,2182
3560100020,-75.035988,40.100801,7,72,42,101,35601,2,1672
3560100030,-75.04354,40.096439,7,72,42,101,35601,3,808
3560100040,-75.029533,40.099383,7,72,42,101,35601,4,1132
3560200010,-75.046921,40.103287,7,72,42,101,35602,1,1464
3560200020,-75.040776,40.10602,7,72,42,101,35602,2,2229
3570100010,-75.029961,40.107571,7,73,42,101,35701,1,2820
3570100020,-75.026383,40.112851,7,73,42,101,35701,2,2708
3570200010,-75.034753,40.112949,7,73,42,101,35702,1,2030
3570200020,-75.035569,40.117134,7,73,42,101,35702,2,3151
3580000010,-75.022663,40.124733,7,73,42,101,35800,1,1995
3580000020,-75.023384,40.117254,7,73,42,101,35800,2,1384
3580000030,-75.029188,40.120252,7,73,42,101,35800,3,2903
3590000010,-75.016449,40.116699,7,73,42,101,35900,1,2578
3590000020,-75.019926,40.108324,7,73,42,101,35900,2,2783
3600000010,-75.014912,40.098244,7,73,42,101,36000,1,1087
3600000020,-75.01657,40.101858,7,73,42,101,36000,2,2160
3600000030,-75.007984,40.105978,7,73,42,101,36000,3,0
3610000010,-74.985764,40.097041,8,83,42,101,36100,1,982
3610000020,-74.995701,40.102976,8,83,42,101,36100,2,1134
3610000030,-74.985685,40.093836,8,83,42,101,36100,3,1913
3620100010,-74.984632,40.079581,8,82,42,101,36201,1,1645
3620100020,-74.984757,40.085316,8,83,42,101,36201,2,828
3620100030,-74.990666,40.081196,8,82,42,101,36201,3,1439
3620100040,-74.986745,40.077822,8,82,42,101,36201,4,1181
3620200010,-74.980653,40.078909,8,82,42,101,36202,1,2263
3620200020,-74.980786,40.090673,8,83,42,101,36202,2,1385
3620200030,-74.977048,40.087412,8,83,42,101,36202,3,2543
3620300010,-74.971196,40.08229,8,83,42,101,36203,1,1565
3620300020,-74.969788,40.078571,8,83,42,101,36203,2,1094
3620300030,-74.975841,40.07504,8,83,42,101,36203,3,2475
3630100010,-74.970002,40.092377,8,83,42,101,36301,1,2103
3630100020,-74.964847,40.094511,8,83,42,101,36301,2,1740
3630200010,-74.978378,40.094974,8,83,42,101,36302,1,1482
3630200020,-74.981969,40.09881,8,83,42,101,36302,2,2230
3630300010,-74.975874,40.103737,8,83,42,101,36303,1,2158
3630300020,-74.973202,40.100481,8,83,42,101,36303,2,1434
3630300030,-74.971608,40.099073,8,83,42,101,36303,3,1616
3630300040,-74.965264,40.099912,8,83,42,101,36303,4,1487
3640000010,-74.987442,40.116352,7,73,42,101,36400,1,971
3650100010,-75.016703,40.131826,7,73,42,101,36501,1,2224
3650100020,-75.008766,40.124898,7,73,42,101,36501,2,960
3650100030,-75.013493,40.128572,7,73,42,101,36501,3,2514
3650200010,-74.993799,40.12377,7,73,42,101,36502,1,2582
3650200020,-75.003573,40.122777,7,73,42,101,36502,2,1548
3660000010,-75.143141,39.936067,3,31,42,101,36600,1,571
3660000020,-75.140252,39.955401,6,62,42,101,36600,2,396
3660000030,-75.140571,39.946377,6,63,42,101,36600,3,839
3660000040,-75.137274,39.961201,6,61,42,101,36600,4,365
3670000010,-75.145775,39.960441,6,61,42,101,36700,1,281
3670000020,-75.145372,39.963887,6,61,42,101,36700,2,2158
3670000030,-75.141239,39.96217,6,61,42,101,36700,3,1417
3690100010,-75.196594,39.947747,18,183,42,101,36901,1,0
3690100020,-75.202938,39.946828,18,183,42,101,36901,2,4
3690100030,-75.195718,39.949432,18,183,42,101,36901,3,0
3690100040,-75.193889,39.945368,18,183,42,101,36901,4,0
3690200010,-75.187251,39.95117,18,183,42,101,36902,1,0
3690200020,-75.197241,39.950621,18,183,42,101,36902,2,1821
3690200030,-75.195216,39.954607,18,183,42,101,36902,3,801
3690200040,-75.193101,39.954444,18,183,42,101,36902,4,783
3690200050,-75.189794,39.953488,18,183,42,101,36902,5,1597
3690200060,-75.18365,39.952656,18,183,42,101,36902,6,1596
3720000010,-75.169041,39.914522,3,33,42,101,37200,1,1026
3720000020,-75.162165,39.91393,3,33,42,101,37200,2,1534
3720000030,-75.166046,39.914762,3,33,42,101,37200,3,745
3720000040,-75.158616,39.913691,3,32,42,101,37200,4,1219
3730000010,-75.174681,39.910155,1,12,42,101,37300,1,1754
3730000020,-75.182132,39.910072,1,12,42,101,37300,2,2164
3730000030,-75.187936,39.902498,1,12,42,101,37300,3,1363
3730000040,-75.188513,39.911815,1,12,42,101,37300,4,632
3750000010,-75.255071,39.982519,19,191,42,101,37500,1,2160
3750000020,-75.248612,39.988707,19,191,42,101,37500,2,1914
3760000010,-75.152122,39.960177,6,61,42,101,37600,1,851
3760000020,-75.157751,39.961881,6,61,42,101,37600,2,1250
3760000030,-75.158894,39.95879,6,61,42,101,37600,3,1563
3770000010,-75.155029,39.983447,22,221,42,101,37700,1,1411
3770000020,-75.146817,39.98203,26,261,42,101,37700,2,2501
3770000030,-75.150282,39.982012,22,221,42,101,37700,3,671
3780000010,-75.11701,39.97123,26,263,42,101,37800,1,0
3780000020,-75.116914,39.97916,26,263,42,101,37800,2,824
3780000030,-75.079532,39.982728,24,243,42,101,37800,3,5
3780000040,-75.108945,39.975477,24,243,42,101,37800,4,0
3780000050,-75.096789,39.984891,24,243,42,101,37800,5,572
3780000060,-75.097323,39.980282,24,243,42,101,37800,6,6
3780000070,-75.09033,39.985346,24,243,42,101,37800,7,10
3780000080,-75.116521,39.976665,26,263,42,101,37800,8,972
3790000010,-75.102704,39.986891,24,243,42,101,37900,1,717
3790000020,-75.099518,39.987861,24,243,42,101,37900,2,1074
3790000030,-75.092058,39.991474,24,243,42,101,37900,3,843
3790000040,-75.101068,39.984887,24,243,42,101,37900,4,753
3790000050,-75.097634,39.986499,24,243,42,101,37900,5,882
3790000060,-75.094407,39.989333,24,243,42,101,37900,6,1044
3800000010,-75.079904,40.005153,15,151,42,101,38000,1,1218
3800000020,-75.075767,40.007431,15,151,42,101,38000,2,1284
3810000010,-75.055736,40.014297,15,152,42,101,38100,1,753
3820000010,-75.101249,39.994609,24,243,42,101,38200,1,916
3820000020,-75.104595,39.98913,24,243,42,101,38200,2,857
3820000030,-75.096387,40.002867,24,241,42,101,38200,3,1028
3830100010,-75.133493,40.013572,25,252,42,101,38301,1,2663
3840000010,-75.23574,40.066961,5,53,42,101,38400,1,1042
3840000020,-75.233559,40.070999,5,53,42,101,38400,2,1369
3850000010,-75.210612,40.074127,14,144,42,101,38500,1,1855
3860000010,-75.208336,40.055397,14,144,42,101,38600,1,1338
3870000010,-75.206074,40.078903,14,144,42,101,38700,1,1594
3870000020,-75.225811,40.086689,14,144,42,101,38700,2,655
3880000010,-75.196102,40.060034,14,144,42,101,38800,1,734
3880000020,-75.194201,40.057332,14,143,42,101,38800,2,1161
3880000030,-75.191951,40.056468,14,143,42,101,38800,3,798
3880000040,-75.196643,40.052209,14,143,42,101,38800,4,1190
3890000010,-75.166976,40.053101,14,141,42,101,38900,1,926
3890000020,-75.168977,40.058343,14,141,42,101,38900,2,1078
3890000030,-75.174786,40.054304,14,141,42,101,38900,3,984
3900100010,-75.089943,40.040914,2,21,42,101,39001,1,1001
3900100020,-75.090042,40.035295,2,21,42,101,39001,2,1242
3900100030,-75.088825,40.034161,2,21,42,101,39001,3,912
3900100040,-75.087338,40.033312,2,21,42,101,39001,4,824
3900200010,-75.097588,40.031191,2,21,42,101,39002,1,26
3900200020,-75.090895,40.03157,2,21,42,101,39002,2,1340
3900200030,-75.092535,40.032715,2,21,42,101,39002,3,1121
3900200040,-75.091934,40.029415,2,21,42,101,39002,4,1934
3910000010,-75.208419,39.937063,12,123,42,101,39100,1,0
3910000020,-75.215239,39.931563,12,123,42,101,39100,2,1142
3910000030,-75.21869,39.93088,12,123,42,101,39100,3,752
3910000040,-75.218138,39.932428,12,123,42,101,39100,4,683
98000100010,-75.196599,39.98501,22,224,42,101,980001,1,0
98000100020,-75.183466,39.967441,9,93,42,101,980001,2,3
98000200010,-75.204676,39.994559,16,161,42,101,980002,1,12
98000200020,-75.194053,39.973145,16,161,42,101,980002,2,0
98000300010,-75.182881,39.958695,16,161,42,101,980003,1,0
98000300020,-75.184089,39.955419,16,161,42,101,980003,2,21
98010000010,-75.208512,40.044002,14,143,42,101,980100,1,52
98020000010,-75.041221,40.060634,8,81,42,101,980200,1,336
98030000010,-74.989692,40.0883,8,83,42,101,980300,1,0
98030000020,-75.006855,40.096941,8,83,42,101,980300,2,0
98030000030,-75.011355,40.081142,8,82,42,101,980300,3,3
98040000010,-75.228108,39.880057,77,77,42,101,980400,1,0
98050000010,-75.144037,40.017731,25,251,42,101,980500,1,2
98060000010,-75.166298,39.905794,3,33,42,101,980600,1,2
98070100010,-75.145445,39.905052,3,32,42,101,980701,1,0
98070100020,-75.157962,39.905248,3,32,42,101,980701,2,0
98070100030,-75.137407,39.902168,3,32,42,101,980701,3,0
98070100040,-75.153184,39.899385,3,32,42,101,980701,4,0
98070200010,-75.145832,39.922435,3,32,42,101,980702,1,9
98080000010,-75.269333,39.975856,19,191,42,101,980800,1,13
98090100010,-75.246168,39.887676,12,121,42,101,980901,1,29
98090100020,-75.221433,39.899805,12,121,42,101,980901,2,0
98090100030,-75.212189,39.890969,12,121,42,101,980901,3,0
98090100040,-75.213228,39.922249,12,123,42,101,980901,4,3
98090100050,-75.212734,39.91358,12,121,42,101,980901,5,0
98090100060,-75.235462,39.898229,12,121,42,101,980901,6,10
98090100070,-75.207644,39.880221,12,121,42,101,980901,7,0
98090100080,-75.236211,39.903371,12,121,42,101,980901,8,2
98090200010,-75.204632,39.934627,17,172,42,101,980902,1,0
98090300010,-75.198553,39.937774,17,172,42,101,980903,1,6
98090400010,-75.203586,39.924632,1,11,42,101,980904,1,1
98090500010,-75.201254,39.898627,1,12,42,101,980905,1,0
98090600010,-75.198405,39.909582,1,12,42,101,980906,1,0
98910000010,-75.014198,40.033404,8,81,42,101,989100,1,1857
98910000020,-75.017737,40.03732,8,81,42,101,989100,2,1
98910000030,-75.018118,40.03043,8,81,42,101,989100,3,1830
98910000040,-74.997553,40.040742,8,81,42,101,989100,4,0
98920000010,-75.194207,39.896978,1,12,42,101,989200,1,0
98920000020,-75.189883,39.888406,1,12,42,101,989200,2,3
98920000030,-75.181011,39.896636,1,12,42,101,989200,3,0
98920000040,-75.179792,39.887486,1,12,42,101,989200,4,0
98920000050,-75.171829,39.889688,1,12,42,101,989200,5,0
98920000060,-75.155502,39.893824,1,12,42,101,989200,6,0
98920000070,-75.156185,39.890347,1,12,42,101,989200,7,0
98930000010,-75.127105,40.016223,25,252,42,101,989300,1,1
98930000020,-75.120737,40.008384,25,252,42,101,989300,2,64
